RECID,XMLRECORD
99,"<row id=""99"" xml:space=""preserve""><c1>C100099</c1><c2>Olivie</c2><c3>Guilbert</c3><c5>403, boulevard de Ruiz</c5><c7>Brunet</c7><c8>61567</c8><c31>20080730</c31><c48>TN0000099</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
100,"<row id=""100"" xml:space=""preserve""><c1>C100100</c1><c2>Victoire</c2><c3>Chartier</c3><c5>55, chemin de Royer</c5><c7>DevauxBourg</c7><c8>87431</c8><c31>20240401</c31><c48>TN0000100</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
101,"<row id=""101"" xml:space=""preserve""><c1>C100101</c1><c2>Josette</c2><c3>Gilbert</c3><c5>22, rue Monique Thierry</c5><c7>Sainte Lucboeuf</c7><c8>34343</c8><c31>20170615</c31><c48>TN0000101</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
102,"<row id=""102"" xml:space=""preserve""><c1>C100102</c1><c2>Joséphine</c2><c3>Blin</c3><c5>69, rue Zacharie Étienne</c5><c7>Ferreira</c7><c8>40996</c8><c31>20130531</c31><c48>TN0000102</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
103,"<row id=""103"" xml:space=""preserve""><c1>C100103</c1><c2>Guy</c2><c3>Neveu</c3><c5>57, rue Françoise Bertin</c5><c7>Chevallier</c7><c8>18760</c8><c31>20110430</c31><c48>TN0000103</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
104,"<row id=""104"" xml:space=""preserve""><c1>C100104</c1><c2>Aurélie</c2><c3>Gaillard</c3><c5>5, rue Chrétien</c5><c7>Renaud</c7><c8>83803</c8><c31>20090320</c31><c48>TN0000104</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
105,"<row id=""105"" xml:space=""preserve""><c1>C100105</c1><c2>Inès</c2><c3>Pelletier</c3><c5>825, rue Luce Raymond</c5><c7>Benard</c7><c8>28511</c8><c31>20211104</c31><c48>TN0000105</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
106,"<row id=""106"" xml:space=""preserve""><c1>C100106</c1><c2>Laetitia</c2><c3>Courtois</c3><c5>avenue de Humbert</c5><c7>Perrotdan</c7><c8>16331</c8><c31>20080907</c31><c48>TN0000106</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
107,"<row id=""107"" xml:space=""preserve""><c1>C100107</c1><c2>David</c2><c3>Briand</c3><c5>73, boulevard de Gomez</c5><c7>Nicolas</c7><c8>03478</c8><c31>20060722</c31><c48>TN0000107</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
108,"<row id=""108"" xml:space=""preserve""><c1>C100108</c1><c2>Stéphane</c2><c3>Hardy</c3><c5>127, rue de Evrard</c5><c7>Barreboeuf</c7><c8>14719</c8><c31>20160124</c31><c48>TN0000108</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
109,"<row id=""109"" xml:space=""preserve""><c1>C100109</c1><c2>Anouk</c2><c3>Guichard</c3><c5>925, rue de Da Silva</c5><c7>Girard-la-Forêt</c7><c8>76446</c8><c31>20221030</c31><c48>TN0000109</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
110,"<row id=""110"" xml:space=""preserve""><c1>C100110</c1><c2>Benoît</c2><c3>Jacquet</c3><c5>160, boulevard Jacquet</c5><c7>Leroy</c7><c8>92487</c8><c31>20210119</c31><c48>TN0000110</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
111,"<row id=""111"" xml:space=""preserve""><c1>C100111</c1><c2>Grégoire</c2><c3>Fouquet</c3><c5>9, boulevard de Martin</c5><c7>Bourgeois</c7><c8>70693</c8><c31>20210909</c31><c48>TN0000111</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
112,"<row id=""112"" xml:space=""preserve""><c1>C100112</c1><c2>Éléonore</c2><c3>Étienne</c3><c5>99, rue Labbé</c5><c7>Petit</c7><c8>20925</c8><c31>20100411</c31><c48>TN0000112</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
113,"<row id=""113"" xml:space=""preserve""><c1>C100113</c1><c2>Susanne</c2><c3>Rocher</c3><c5>7, rue Sanchez</c5><c7>Sainte Rémyboeuf</c7><c8>26252</c8><c31>20100207</c31><c48>TN0000113</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
114,"<row id=""114"" xml:space=""preserve""><c1>C100114</c1><c2>Claudine</c2><c3>Goncalves</c3><c5>84, rue Pierre</c5><c7>Pereira</c7><c8>02578</c8><c31>20200503</c31><c48>TN0000114</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
115,"<row id=""115"" xml:space=""preserve""><c1>C100115</c1><c2>Anne</c2><c3>Blanchet</c3><c5>37, boulevard Mathilde Marchal</c5><c7>Carre</c7><c8>97698</c8><c31>20100420</c31><c48>TN0000115</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
116,"<row id=""116"" xml:space=""preserve""><c1>C100116</c1><c2>Aimée</c2><c3>Philippe</c3><c5>2, chemin Blanchard</c5><c7>Muller</c7><c8>83237</c8><c31>20220614</c31><c48>TN0000116</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
117,"<row id=""117"" xml:space=""preserve""><c1>C100117</c1><c2>Robert</c2><c3>Lenoir</c3><c5>326, boulevard Madeleine Payet</c5><c7>Launay-sur-Leblanc</c7><c8>32777</c8><c31>20090820</c31><c48>TN0000117</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
118,"<row id=""118"" xml:space=""preserve""><c1>C100118</c1><c2>Isabelle</c2><c3>Moreau</c3><c5>7, rue Nathalie Hernandez</c5><c7>Michaud</c7><c8>11393</c8><c31>20081031</c31><c48>TN0000118</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
119,"<row id=""119"" xml:space=""preserve""><c1>C100119</c1><c2>Roger</c2><c3>Vaillant</c3><c5>79, chemin de Rossi</c5><c7>Hervédan</c7><c8>40418</c8><c31>20140816</c31><c48>TN0000119</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
120,"<row id=""120"" xml:space=""preserve""><c1>C100120</c1><c2>Denis</c2><c3>Weiss</c3><c5>343, avenue Denise Durand</c5><c7>Moreau</c7><c8>95505</c8><c31>20150923</c31><c48>TN0000120</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
121,"<row id=""121"" xml:space=""preserve""><c1>C100121</c1><c2>Maryse</c2><c3>Jacquet</c3><c5>3, rue Victor Bouvet</c5><c7>Renault</c7><c8>90807</c8><c31>20111028</c31><c48>TN0000121</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
122,"<row id=""122"" xml:space=""preserve""><c1>C100122</c1><c2>Auguste</c2><c3>Denis</c3><c5>78, rue Couturier</c5><c7>Roger</c7><c8>48800</c8><c31>20141229</c31><c48>TN0000122</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
123,"<row id=""123"" xml:space=""preserve""><c1>C100123</c1><c2>Théophile</c2><c3>Jacquet</c3><c5>88, rue de Delahaye</c5><c7>Sainte André</c7><c8>38366</c8><c31>20181030</c31><c48>TN0000123</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
124,"<row id=""124"" xml:space=""preserve""><c1>C100124</c1><c2>Nath</c2><c3>Valentin</c3><c5>4, avenue Grondin</c5><c7>Delmas-les-Bains</c7><c8>65124</c8><c31>20140905</c31><c48>TN0000124</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
125,"<row id=""125"" xml:space=""preserve""><c1>C100125</c1><c2>Margaux</c2><c3>Allain</c3><c5>380, rue Sanchez</c5><c7>Voisin</c7><c8>31502</c8><c31>20150518</c31><c48>TN0000125</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
126,"<row id=""126"" xml:space=""preserve""><c1>C100126</c1><c2>Julie</c2><c3>Benoit</c3><c5>55, avenue de Le Gall</c5><c7>Potier</c7><c8>03281</c8><c31>20080506</c31><c48>TN0000126</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
127,"<row id=""127"" xml:space=""preserve""><c1>C100127</c1><c2>Éléonore</c2><c3>Cousin</c3><c5>84, rue Franck Roussel</c5><c7>Sauvage</c7><c8>35555</c8><c31>20090123</c31><c48>TN0000127</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
128,"<row id=""128"" xml:space=""preserve""><c1>C100128</c1><c2>Monique</c2><c3>Raymond</c3><c5>29, rue Legros</c5><c7>Saint Luce-les-Bains</c7><c8>30991</c8><c31>20060601</c31><c48>TN0000128</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
129,"<row id=""129"" xml:space=""preserve""><c1>C100129</c1><c2>Thibaut</c2><c3>Poulain</c3><c5>26, rue Duval</c5><c7>Sainte Margaretnec</c7><c8>61743</c8><c31>20061208</c31><c48>TN0000129</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
130,"<row id=""130"" xml:space=""preserve""><c1>C100130</c1><c2>Thomas</c2><c3>Vallée</c3><c5>36, rue de Camus</c5><c7>Charpentier</c7><c8>41843</c8><c31>20171006</c31><c48>TN0000130</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
131,"<row id=""131"" xml:space=""preserve""><c1>C100131</c1><c2>Guillaume</c2><c3>Lecomte</c3><c5>89, avenue Merle</c5><c7>Moreau-sur-Nguyen</c7><c8>74177</c8><c31>20130601</c31><c48>TN0000131</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
132,"<row id=""132"" xml:space=""preserve""><c1>C100132</c1><c2>Henri</c2><c3>Guillou</c3><c5>3, avenue de Delahaye</c5><c7>Dias</c7><c8>12470</c8><c31>20151101</c31><c48>TN0000132</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
133,"<row id=""133"" xml:space=""preserve""><c1>C100133</c1><c2>Suzanne</c2><c3>Vallet</c3><c5>771, rue Lejeune</c5><c7>Sainte Georges</c7><c8>93442</c8><c31>20071011</c31><c48>TN0000133</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
134,"<row id=""134"" xml:space=""preserve""><c1>C100134</c1><c2>Mathilde</c2><c3>Thomas</c3><c5>44, rue Christophe Gimenez</c5><c7>Dufour</c7><c8>89615</c8><c31>20070122</c31><c48>TN0000134</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
135,"<row id=""135"" xml:space=""preserve""><c1>C100135</c1><c2>David</c2><c3>Valette</c3><c5>17, rue Jacques</c5><c7>Teixeira-sur-Guyot</c7><c8>57164</c8><c31>20110717</c31><c48>TN0000135</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
136,"<row id=""136"" xml:space=""preserve""><c1>C100136</c1><c2>Julie</c2><c3>Bruneau</c3><c5>1, chemin de Perez</c5><c7>Saint Danielle</c7><c8>43993</c8><c31>20130322</c31><c48>TN0000136</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
137,"<row id=""137"" xml:space=""preserve""><c1>C100137</c1><c2>Nath</c2><c3>Legros</c3><c5>rue Lefebvre</c5><c7>Seguin</c7><c8>37262</c8><c31>20251219</c31><c48>TN0000137</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
138,"<row id=""138"" xml:space=""preserve""><c1>C100138</c1><c2>Susanne</c2><c3>Verdier</c3><c5>41, rue Marty</c5><c7>Saint Anne-les-Bains</c7><c8>78323</c8><c31>20150429</c31><c48>TN0000138</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
139,"<row id=""139"" xml:space=""preserve""><c1>C100139</c1><c2>Richard</c2><c3>Ruiz</c3><c5>72, rue Neveu</c5><c7>Morvandan</c7><c8>39290</c8><c31>20110705</c31><c48>TN0000139</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
140,"<row id=""140"" xml:space=""preserve""><c1>C100140</c1><c2>Yves</c2><c3>Carpentier</c3><c5>96, boulevard Célina Royer</c5><c7>Bodin-sur-Normand</c7><c8>90645</c8><c31>20170822</c31><c48>TN0000140</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
141,"<row id=""141"" xml:space=""preserve""><c1>C100141</c1><c2>Marguerite</c2><c3>Mallet</c3><c5>94, rue Xavier Perret</c5><c7>FernandezBourg</c7><c8>27341</c8><c31>20210124</c31><c48>TN0000141</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
142,"<row id=""142"" xml:space=""preserve""><c1>C100142</c1><c2>Olivier</c2><c3>Bertrand</c3><c5>354, avenue Valérie Guyot</c5><c7>Sauvage</c7><c8>17249</c8><c31>20161130</c31><c48>TN0000142</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
143,"<row id=""143"" xml:space=""preserve""><c1>C100143</c1><c2>Élodie</c2><c3>Pascal</c3><c5>775, chemin Margot Lemonnier</c5><c7>Bodin-la-Forêt</c7><c8>01642</c8><c31>20211014</c31><c48>TN0000143</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
144,"<row id=""144"" xml:space=""preserve""><c1>C100144</c1><c2>Stéphanie</c2><c3>Léger</c3><c5>avenue Hortense Perrot</c5><c7>Saint Luce</c7><c8>87297</c8><c31>20170529</c31><c48>TN0000144</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
145,"<row id=""145"" xml:space=""preserve""><c1>C100145</c1><c2>Xavier</c2><c3>Lebon</c3><c5>53, chemin Briand</c5><c7>Pelletierdan</c7><c8>58863</c8><c31>20220419</c31><c48>TN0000145</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
146,"<row id=""146"" xml:space=""preserve""><c1>C100146</c1><c2>Anastasie</c2><c3>Clément</c3><c5>37, avenue de Cohen</c5><c7>Gimenez</c7><c8>50834</c8><c31>20230214</c31><c48>TN0000146</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
147,"<row id=""147"" xml:space=""preserve""><c1>C100147</c1><c2>Auguste</c2><c3>Aubry</c3><c5>rue Maurice Berthelot</c5><c7>Roche-la-Forêt</c7><c8>80656</c8><c31>20150816</c31><c48>TN0000147</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
148,"<row id=""148"" xml:space=""preserve""><c1>C100148</c1><c2>Claude</c2><c3>Arnaud</c3><c5>40, boulevard Théodore Deschamps</c5><c7>Marques</c7><c8>41447</c8><c31>20180507</c31><c48>TN0000148</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
149,"<row id=""149"" xml:space=""preserve""><c1>C100149</c1><c2>Margaux</c2><c3>Maillot</c3><c5>25, avenue de Ledoux</c5><c7>Guillaumedan</c7><c8>15293</c8><c31>20240315</c31><c48>TN0000149</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
150,"<row id=""150"" xml:space=""preserve""><c1>C100150</c1><c2>Guillaume</c2><c3>Berger</c3><c5>48, boulevard Thibaut Regnier</c5><c7>Sainte Laurence</c7><c8>72906</c8><c31>20141130</c31><c48>TN0000150</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
151,"<row id=""151"" xml:space=""preserve""><c1>C100151</c1><c2>Théophile</c2><c3>Rousset</c3><c5>66, rue Juliette Roy</c5><c7>Rodriguesdan</c7><c8>92421</c8><c31>20210605</c31><c48>TN0000151</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
152,"<row id=""152"" xml:space=""preserve""><c1>C100152</c1><c2>Arnaude</c2><c3>Martinez</c3><c5>9, avenue Martel</c5><c7>Lenoir-sur-Guilbert</c7><c8>02359</c8><c31>20121204</c31><c48>TN0000152</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
153,"<row id=""153"" xml:space=""preserve""><c1>C100153</c1><c2>Noémi</c2><c3>Da Silva</c3><c5>17, rue Guibert</c5><c7>Becker</c7><c8>97314</c8><c31>20150705</c31><c48>TN0000153</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
154,"<row id=""154"" xml:space=""preserve""><c1>C100154</c1><c2>Martin</c2><c3>Didier</c3><c5>42, chemin Rivière</c5><c7>Saint SuzanneVille</c7><c8>71159</c8><c31>20090425</c31><c48>TN0000154</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
155,"<row id=""155"" xml:space=""preserve""><c1>C100155</c1><c2>Valérie</c2><c3>Carre</c3><c5>41, avenue Tristan Gillet</c5><c7>Thibault</c7><c8>97494</c8><c31>20190410</c31><c48>TN0000155</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
156,"<row id=""156"" xml:space=""preserve""><c1>C100156</c1><c2>Paul</c2><c3>Bertrand</c3><c5>99, rue Verdier</c5><c7>Duhamel</c7><c8>59281</c8><c31>20141028</c31><c48>TN0000156</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
157,"<row id=""157"" xml:space=""preserve""><c1>C100157</c1><c2>Lucas</c2><c3>Bousquet</c3><c5>96, rue Élodie Vidal</c5><c7>Perrot</c7><c8>65252</c8><c31>20251025</c31><c48>TN0000157</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
158,"<row id=""158"" xml:space=""preserve""><c1>C100158</c1><c2>Susanne</c2><c3>Huet</c3><c5>83, avenue de Couturier</c5><c7>Lefebvrenec</c7><c8>23799</c8><c31>20251222</c31><c48>TN0000158</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
159,"<row id=""159"" xml:space=""preserve""><c1>C100159</c1><c2>Maurice</c2><c3>Lebrun</c3><c5>70, chemin de Duval</c5><c7>Regnierdan</c7><c8>97252</c8><c31>20110815</c31><c48>TN0000159</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
160,"<row id=""160"" xml:space=""preserve""><c1>C100160</c1><c2>Emmanuel</c2><c3>Goncalves</c3><c5>7, chemin Henriette Lucas</c5><c7>Pinto</c7><c8>83666</c8><c31>20150102</c31><c48>TN0000160</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
161,"<row id=""161"" xml:space=""preserve""><c1>C100161</c1><c2>Colette</c2><c3>Hernandez</c3><c5>96, chemin Reynaud</c5><c7>Gautier-les-Bains</c7><c8>22780</c8><c31>20250521</c31><c48>TN0000161</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
162,"<row id=""162"" xml:space=""preserve""><c1>C100162</c1><c2>Olivie</c2><c3>Rey</c3><c5>rue Astrid Guyon</c5><c7>Ollivierdan</c7><c8>97293</c8><c31>20230113</c31><c48>TN0000162</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
163,"<row id=""163"" xml:space=""preserve""><c1>C100163</c1><c2>Laure</c2><c3>Perrot</c3><c5>348, rue de Lebrun</c5><c7>Hebert</c7><c8>26370</c8><c31>20110221</c31><c48>TN0000163</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
164,"<row id=""164"" xml:space=""preserve""><c1>C100164</c1><c2>Louise</c2><c3>Fernandes</c3><c5>23, boulevard Paulette Charpentier</c5><c7>Sainte Claude</c7><c8>15196</c8><c31>20100308</c31><c48>TN0000164</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
165,"<row id=""165"" xml:space=""preserve""><c1>C100165</c1><c2>Zoé</c2><c3>Perez</c3><c5>rue Henriette Renard</c5><c7>Saint Colette</c7><c8>67381</c8><c31>20160727</c31><c48>TN0000165</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
166,"<row id=""166"" xml:space=""preserve""><c1>C100166</c1><c2>Patricia</c2><c3>Guilbert</c3><c5>6, rue de Dias</c5><c7>Reynaud-la-Forêt</c7><c8>20451</c8><c31>20090821</c31><c48>TN0000166</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
167,"<row id=""167"" xml:space=""preserve""><c1>C100167</c1><c2>Stéphanie</c2><c3>Regnier</c3><c5>boulevard Timothée Julien</c5><c7>Benard</c7><c8>95921</c8><c31>20181103</c31><c48>TN0000167</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
168,"<row id=""168"" xml:space=""preserve""><c1>C100168</c1><c2>Élodie</c2><c3>Vallet</c3><c5>89, avenue de Blot</c5><c7>Lucas-la-Forêt</c7><c8>53337</c8><c31>20160124</c31><c48>TN0000168</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
169,"<row id=""169"" xml:space=""preserve""><c1>C100169</c1><c2>Thomas</c2><c3>Garcia</c3><c5>rue Thomas Sanchez</c5><c7>DelmasVille</c7><c8>22985</c8><c31>20110727</c31><c48>TN0000169</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
170,"<row id=""170"" xml:space=""preserve""><c1>C100170</c1><c2>Brigitte</c2><c3>Traore</c3><c5>20, rue Prévost</c5><c7>Sainte MichelleVille</c7><c8>94432</c8><c31>20240208</c31><c48>TN0000170</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
171,"<row id=""171"" xml:space=""preserve""><c1>C100171</c1><c2>Arthur</c2><c3>Vallée</c3><c5>966, rue Antoine Philippe</c5><c7>ValetteBourg</c7><c8>87559</c8><c31>20210302</c31><c48>TN0000171</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
172,"<row id=""172"" xml:space=""preserve""><c1>C100172</c1><c2>Alexandre</c2><c3>Gautier</c3><c5>59, rue Perrier</c5><c7>Guillaume-sur-Paris</c7><c8>89310</c8><c31>20160415</c31><c48>TN0000172</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
173,"<row id=""173"" xml:space=""preserve""><c1>C100173</c1><c2>Patricia</c2><c3>Joly</c3><c5>919, rue Sylvie Carlier</c5><c7>Voisin</c7><c8>06122</c8><c31>20090906</c31><c48>TN0000173</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
174,"<row id=""174"" xml:space=""preserve""><c1>C100174</c1><c2>Virginie</c2><c3>Vasseur</c3><c5>588, rue Zoé Blin</c5><c7>Moreno-sur-Guérin</c7><c8>84691</c8><c31>20180510</c31><c48>TN0000174</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
175,"<row id=""175"" xml:space=""preserve""><c1>C100175</c1><c2>Éléonore</c2><c3>Dupuis</c3><c5>2, avenue Amélie Lucas</c5><c7>Chevallier</c7><c8>32945</c8><c31>20120315</c31><c48>TN0000175</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
176,"<row id=""176"" xml:space=""preserve""><c1>C100176</c1><c2>Jeannine</c2><c3>Michaud</c3><c5>61, rue de Simon</c5><c7>DijouxBourg</c7><c8>95720</c8><c31>20140702</c31><c48>TN0000176</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
177,"<row id=""177"" xml:space=""preserve""><c1>C100177</c1><c2>Émile</c2><c3>Marchal</c3><c5>9, avenue Catherine Regnier</c5><c7>Texier</c7><c8>68964</c8><c31>20200819</c31><c48>TN0000177</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
178,"<row id=""178"" xml:space=""preserve""><c1>C100178</c1><c2>Martine</c2><c3>Dubois</c3><c5>21, avenue Jacques Antoine</c5><c7>VasseurBourg</c7><c8>53582</c8><c31>20121118</c31><c48>TN0000178</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
179,"<row id=""179"" xml:space=""preserve""><c1>C100179</c1><c2>Simone</c2><c3>Leblanc</c3><c5>3, rue Aimée De Oliveira</c5><c7>Sainte Isaac-sur-Mer</c7><c8>29100</c8><c31>20250319</c31><c48>TN0000179</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
180,"<row id=""180"" xml:space=""preserve""><c1>C100180</c1><c2>Christiane</c2><c3>Blanchet</c3><c5>9, rue de Lévêque</c5><c7>Reynaud</c7><c8>57804</c8><c31>20170227</c31><c48>TN0000180</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
181,"<row id=""181"" xml:space=""preserve""><c1>C100181</c1><c2>Valérie</c2><c3>Leduc</c3><c5>51, rue Boulanger</c5><c7>David</c7><c8>75285</c8><c31>20190520</c31><c48>TN0000181</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
182,"<row id=""182"" xml:space=""preserve""><c1>C100182</c1><c2>Nathalie</c2><c3>Chauvet</c3><c5>chemin Constance Grégoire</c5><c7>Saint Dorothée-les-Bains</c7><c8>12550</c8><c31>20250910</c31><c48>TN0000182</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
183,"<row id=""183"" xml:space=""preserve""><c1>C100183</c1><c2>Sylvie</c2><c3>Dufour</c3><c5>88, chemin de Guyon</c5><c7>Alves-la-Forêt</c7><c8>21346</c8><c31>20150106</c31><c48>TN0000183</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
184,"<row id=""184"" xml:space=""preserve""><c1>C100184</c1><c2>Antoinette</c2><c3>Gosselin</c3><c5>64, chemin de Merle</c5><c7>Sainte Alexdan</c7><c8>16420</c8><c31>20230929</c31><c48>TN0000184</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
185,"<row id=""185"" xml:space=""preserve""><c1>C100185</c1><c2>Dominique</c2><c3>Barthelemy</c3><c5>chemin Victor Lecoq</c5><c7>PineauBourg</c7><c8>27276</c8><c31>20250316</c31><c48>TN0000185</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
186,"<row id=""186"" xml:space=""preserve""><c1>C100186</c1><c2>Céline</c2><c3>Dupuis</c3><c5>728, boulevard Hamel</c5><c7>Le Goff-sur-Mer</c7><c8>92925</c8><c31>20090315</c31><c48>TN0000186</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
187,"<row id=""187"" xml:space=""preserve""><c1>C100187</c1><c2>Élisabeth</c2><c3>Gaudin</c3><c5>434, avenue Sauvage</c5><c7>Giraud</c7><c8>80749</c8><c31>20161124</c31><c48>TN0000187</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
188,"<row id=""188"" xml:space=""preserve""><c1>C100188</c1><c2>Hélène</c2><c3>Meyer</c3><c5>49, rue Fabre</c5><c7>Becker</c7><c8>29186</c8><c31>20090321</c31><c48>TN0000188</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
189,"<row id=""189"" xml:space=""preserve""><c1>C100189</c1><c2>Olivie</c2><c3>Antoine</c3><c5>5, avenue Valette</c5><c7>Bonneau</c7><c8>97399</c8><c31>20090325</c31><c48>TN0000189</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
190,"<row id=""190"" xml:space=""preserve""><c1>C100190</c1><c2>Chantal</c2><c3>Bailly</c3><c5>184, avenue Carpentier</c5><c7>Valletboeuf</c7><c8>79549</c8><c31>20170719</c31><c48>TN0000190</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
191,"<row id=""191"" xml:space=""preserve""><c1>C100191</c1><c2>Louise</c2><c3>Guérin</c3><c5>232, rue Benard</c5><c7>Mallet</c7><c8>81273</c8><c31>20251027</c31><c48>TN0000191</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
